player_name,college,rank,height,weight,bats/throws,hometown,drafted,debuted,travel_team,notes,class_year
Jay Allen,Florida,20,6-3,190,R/R,"Fort Pierce, FL",Rd 1 Comp by Reds (2021),None,FTB San Francisco Giants scout,Super Athletic with a CF profile.  Huge potential with the bat and the power is starting to show up.  Big time 2-sport prospect. Really athletic actions at the PG National with middle of the field and middle of the lineup potential.  ,2021
Wes Kath,Arizona State,21,6-3,200,L/R,"Scottsdale, AZ",Rd 2 by White Sox (2021),None,Arizona Sandlot,"Loose left-handed stroke with present barrel skills, still shows room to project more power as he continues to fill out his large lean build with the ability to continue to impact the ball at a high rate.",2021
Will Taylor,Clemson,22,6-0,175,R/R,"Irmo, SC",Rd 19 by Rangers (2021),None,Diamond Devils 17U,"High end athlete with the ability to change the game using his speed, showed well at the plate all summer with some jump off the barrel to all fields.",2021
Braden Montgomery,Stanford,23,6-2,201,S/R,"Madison, MS",None,None,East Coast Sox,"Big time two-way ability; switch-hitter with repeatable stroke & handle for barrel; smooth & effortless mechanics on mound, up to 91 mph. 97 mph from OF at National Underclass West. Elite defensive workout at the PG National with the left-handed swing looking clean. Up to 93 on the mound too.  ",2021
Carter Holton,Vanderbilt,24,5-11,195,L/L,"Guyton, GA",Rd 19 by Brewers (2021),None,Team Elite American,Up to 94 and absolutely dominant in 2019. 3 swing and miss pitches that he commands well; touched 96 early in summer of 2020,2021
Josh Hartle,Wake Forest,25,6-5,195,L/L,"King, NC",None,None,Team Elite,"MVPitcher at WWBA Freshmen World Championship; extremely projectable; pounds zone with big angle & clean arm. Also can really hit. Can just really pitch and that was on display at the PG National, easy innings and 3-pitch tunneling ability.  ",2021
Malakhi Knight,UCLA,26,6-3,187,R/R,"Marysville, WA",None,None,Rijo Showcase,Really good athlete with huge projection on both sides of the ball.  Big helium late in the summer. The massive athleticism was on display at the PG National. Lock down centerfield profile with developing power in the bat.  ,2021
Ben Kudrna,Louisiana State,27,6-3,195,R/R,"Overland Park, KS",Rd 2 by Royals (2021),None,Building Champions,Showed plus arm speed at WWBA while running the FB up to 94 mph finishing off a strong 2020 showing.,2021
Anthony Solometo,North Carolina,28,6-5,215,L/L,"Sicklerville, NJ",Rd 2 by Pirates (2021),None,Zoom Baseball Academy,Up to 91 mph this summer from the left side; very uncomfortable at-bat and fills the zone; comfort landing slider for strikes,2021
Irving Carter,Miami,29,6-4,200,R/R,"Boynton Beach, FL",Rd 5 by Blue Jays (2021),None,Elite Squad National  17U,"Advanced pitchability and feel on the bump; fastball up to 93 mph; late diving CH and solid CB keep hitters off balance, competes",2021
Brody Brecht,Iowa,30,6-4,185,R/R,"Ankeny, IA",None,None,Ankeny Warhawks,None,2021
Rene Lastres,Florida,31,6-3,205,R/R,"Hialeah Gardens, FL",None,None,Canes National,"Outstanding defensive catcher, high level catch & throw skills, extremely polished skills at PG National; strong build with big power in his bat, loose & extended stroke",2021
Max Debiec,Washington,32,6-7,202,R/R,"Seattle, WA",None,None,Walla Walla Sweets,"Enormous upside in the body and ran his fastball up to 97 at the PG National. Very good athleticism and confidence in his 4-pitch mix. Has bat to balls skills offensively, as well.",2021
Jac Caglianone,Florida,33,6-5,210,L/L,"Tampa, FL",None,None,FTB SF Giants Scout Team,"Huge projection in the left-handed bat and showed in game power at the WWBA, Underclass, and Jupiter.  Up to 90 mph on the bump as well. Power bat/Power arm on display at the PG National. Very good offensively and swing and miss on the hill at the PG Elite. up to 94 now. ",2021
Edwin Arroyo,Florida State,34,6-0,175,S/B,"Arecibo, PR",Rd 2 by Mariners (2021),None,FTB SF Giant Scout Team,"Really stood out all summer in all facets; fast-twitch athlete & fluid defender, excellent offensive tools from both sides. Big overall tools shown at the PG National. Great actions at shortstop and obvious switch-hitting ability. ",2021
Izaac Pacheco,Texas A&M,35,6-4,220,L/R,"Friendswood, TX",Rd 2 by Tigers (2021),None,Team Elite,"Strong lefthanded bat with big power to pull side and bat speed; smooth defensive actions with athleticism; big power at 16u WWBA & stood out in Jupiter. Showed his normal power potential at the PG National, the body and defense continue to improve rapidly. Highest level run producing profile.",2021
Thatcher Hurd,UCLA,36,6-4,205,R/R,"Manhattan Beach, CA",None,None,None,"The body, athleticism and arm action give him all the ingredients to be a big riser. Low-90s on the bump and real feel for his off speed. Jumped on the scene at the PG National.   ",2021
Jackson Baumeister,Florida State,37,6-3,215,R/R,"Jacksonville, FL",None,None,5 Star National,"Shows big two-way potential; athletic defender with strong arm behind the plate; lows 90s on mound with more in tank, feel for spin; clean mechanics",2021
Camden Hayslip,Alabama,38,6-3,205,L/L,"Lebanon, TN",None,None,Rawling Southeast MAD Mavericks,The body and swing project huge for a hit plus power profile. Simply a loud PG National showcase in all phases. ,2021
Colson Montgomery,Indiana,39,6-4,190,L/R,"Holland, IN",Rd 1 by White Sox (2021),None,Nashville Knights,"Long & athletic frame, moves well on feet & controls body, quick transfer/release; intriguing LH power, fluid path w/ jump off the barrel",2021
Brock Selvidge,Louisiana State,40,6-3,205,R/L,"Chandler, AZ",Rd 3 by Yankees (2021),None,CBA Marucci National,Fastball up to 90 mph and projects very well; big velocity jump last season & will only continue to gain. Outstanding at WWBA and PG Underclass AA Games. Big time stuff at the Perfect Game National with his fastball bumping 94 and a swing a miss type slider. Great 3-pitch mix.,2021
Casey Saucke II,Virginia,41,6-3,190,R/R,"Rochester, NY",None,None,Diamond Pro/Dirtbags Baseball,"Outstanding two way prospect; moves well on feet defensively, showed power during PG National w/ loose swing; up to 92 mph on the mound too",2021
Mason Albright,Virginia Tech,42,6-0,190,L/L,"Thurmont, MD",Rd 12 by Angels (2021),None,Midatlantic Red Sox,"Great body control and unreal deception throughout his outing at the PG National. up to 94 and held velocity and command throughout, SL/CU play well off the FB. ",2021
Cody Schrier,UCLA,43,6-1,190,R/R,"San Clemente, CA",None,None,TB Socal,Excellent feel for the game with carrying tools.  Heavy hands at the plate and shows the ability to hit good pitching.  Good performance at the PG Underclass AA Games. Really good overall skillset at the PG National. Dominant performance at PG Elite on both sides of the ball. Longterm shortstop and power potential in the bat.,2021
Lonnie White,Penn State,44,6-3,205,R/R,"Coatesville, PA",Rd 2 Comp by Pirates (2021),None,Canes American 17U,Great athlete with a very high ceiling ,2021
Gage Jump,UCLA,45,5-11,170,L/L,"Aliso, CA",Rd 18 by Padres (2021),None,Canes,"Up to 93 mph and electric in Jupiter.  Very polished lefty with a lightning quick arm and great track record, good feel for secondaries ",2021
Maddux Bruns,Mississippi State,46,6-2,210,L/L,"Saraland, AL",Rd 1 by Dodgers (2021),None,East Coast Sox,"Huge statement at the PG National, running his fastball up to 97 with swing and miss secondary.  One of the highest ceilings in the class. ",2021
Peyton Stovall,Arkansas,47,6-0,185,L/R,"Haughton, LA",None,None,5 Star Performance (Moran),None,2021
Maxwell Muncy,Arkansas,48,6-1,170,R/R,"Camarillo, CA",Rd 1 by Athletics (2021),None,PBA,Really impressed at 16u WWBA; high level tools; bat speed stands out & can impact to all fields; versatile and twitchy defender,2021
Noah Miller,Alabama,49,6-0,190,S/R,"Fredonia, WI",Rd 1 Comp by Twins (2021),None,Hitters Baseball U17,"Switch-hitter with big time offensive tools, fluidity to path from both sides w/ present bat speed; very sound defensively, soft hands w/ strong arm",2021
Pierce Coppola,Florida,50,6-8,215,L/L,"Verona, NJ",None,None,Orlando Scorpions 2021 Founder's Club,Exceptional potential at the PG National with a loud outing and a swing and miss 3-pitch mix. Even better the next week at the PG Elite when he reached 94. ,2021
